ID,Review
1030,"I couldn't spoil this piece of crap if I wanted to. After watching Dark Harvest 1 I thought ""this has got to be the worse movie ever made"" then I watched Dark Harvest 2 and that made 1 seem a little better. Then I watched Dark Harvest 3 or tried too. The only thing I have to say is ""when is this going to end?"" Very bad acting and really bad special effects the only good thing about this movie was the boob shot. Don't waste your time of money on this piece of crap... And now I have to write 3 more lines to get this to submit. I was going to sing a song but I can't think of any right now. But the movie finally ended (though it had an ending that might mean they are going to make another one of these)"
1031,"What is the point of creating sequels that have absolutely no relevance to the original film? No point. This is why the Prom Night sequels are so embarrassingly bad.<br /><br />The original film entailed a group of children hiding a dark secret that eventually get them all killed, bar one, in a brutal act of revenge. Can someone please explain to me what a dead prom queen-to-be rising from the grave to steel the crown has to do with the first movie then? Prom Night 2 had continuous plot holes that left the audience constantly wondering how did that happen and why should that happen? But in the end, i guess you could call it one of those movies that is so bad, you end up laughing yourself through it."
1032,"I don't know how people can watch this - the only people who enjoy watching this are those who have no feelings and emotions and enjoy watching people die, houses burn down, car crashes, babies die, and cast members being killed off every week. Its the most absurd thing on television and i still don't know how it pulls in the ratings. Its so depressing. I can imagine the writers sitting down and saying - 'so who shall we kill of next week then' or 'whose house shall we torch in a months time?'<br /><br />Its the most depressing, absurd and most stupid thing on TV at the moment, and i cant understand peoples motives for watching this depressing pile of crap anymore"
1033,"This movie starts out promisingly, with an early scene in which Frank Morgan advises against Gary Cooper's marriage to his daughter, Anita Louise. Frank Morgan, playing an unabashed gold-digger, loudly complains to Cooper about his perceived penury at the hands of his family - including his daughter, Anita Louise. I am a fan of all 3 actors. Frank Morgan is (to my mind) a Hollywood treasure, Cooper a legend, and Louise a very lovely, versatile and under-appreciated actress seldom seen in the leading role. I also have nothing against Teresa Wright, and while not blessed with great range, she usually delivers heart-warming performances.<br /><br />From a promising opening, the story slides downhill all the way to the end. I found nothing humorous about burning down the home of Cooper's would-be in-laws. The butler in such a fastidious, non-smoking household would never just blithely walk away, allowing Cooper to continue smoking, or alternatively he would certainly supply him with some means of disposing of his ill-timed cigarette. Moreover, nobody with any common sense would permit himself to be left holding a lit cigarette without asking for some means of disposing of it. And finally, nobody in his right mind crushes out a cigarette in a handkerchief and sticks it in his pocket! This whole sequence just made Cooper seem foolish and gauche. It is a poor contrivance - ill conceived and filmed in a way that induces ridicule not laughter. <br /><br />The forced medical examination of Cooper is equally contrived. Nobody lets himself undergo a complete medical examination without his being advised of its purpose or giving his consent! That Cooper did so is too removed from reality to be funny - it's absurd! Stealing babies from hospitals is a serious legal offense, and that, too, is nothing to laugh about. Finally, the scenes of Cooper's overly fastidious, neurotic attention to his baby's feeding and weight may have struck a nerve with a few people who have experienced anxiety over their own newborn babies. But to me they just seem tedious and slow. The wardrobe and prop departments went over the top in those scenes, while paradoxically, the script writer went to sleep.<br /><br />The lines are just not in the script to generate humor. They just miss on all cylinders. The laughs come not a mile-a-minute, but more like a light year-a-minute. The only time the movie has any energy or humor is when Frank Morgan is on camera.<br /><br />The scene that is totally wasted is when both of Cooper's love interests and their respective fathers are cooped up in the same hotel room together. There is probably a rich vein of humor somewhere in that mine, but none of it was extracted.<br /><br />In the end, one of the two very likable girls is going to get hurt. Predictably, it is the Anita Louise character, who gets jilted on her would-be-wedding night! While it is not on camera, that is her fate, and it is not particularly funny - even as a loose end. She hadn't done anything in this film to make me unsympathetic (unlike Gail Patrick, say, in My Favorite Wife). Consequently, I was expecting (perhaps ""hoping"" is a better word in the context of the film!) for Anita Louise to enjoy a happy ending, too. The fact that such a nice character is essentially wiped out at the movie's end really undermines the effect of the ""happy ending"" for Cooper and Wright.<br /><br />I kept waiting for something to happen, for the witty dialog so characteristic of movies of the era... And it never delivered. A good performance by Frank Morgan in a slightly different role is totally wasted here."
1034,"""Fool for Love"" is one of the several now forgotten films Robert Altman directed throughout the 1980s. This one, a screen adaptation of a Sam Shepard play that features Shepard in the lead role, just simply isn't very good. Altman made many not-very-good films over the course of his fascinating career, and many times the fault was his. But here I think the fault lies with Shepard for writing such a flimsy play. Altman's direction is assured, the performances are o.k. given what the actors have to work with, but this inconsequential screenplay goes nowhere, and takes its time getting there.<br /><br />Shepard is Eddie, a stuntman who has a love/hate relationship with May (Kim Basinger). The two fight endlessly over the course of an evening spent in some dusty motel in the middle of nowhere, while a mysterious man (Harry Dean Stanton) who may be either a figurative or literal father to both Eddie and May quietly observes. Randy Quaid rounds out the four-person cast as a gentleman caller.<br /><br />The only dramatic hook in the entire plot is the suggestion that Eddie's and May's relationship is incestuous. However, this hook feels more like a gimmick than anything. The screenplay doesn't explore their relationship in any detail, and it doesn't use their relationship to explore any more universal themes. Shepard and Basigner create eccentric, mannered characters who grow irritating within the first five minutes; Stanton and Quaid have little to do but provide reaction shots. <br /><br />The last half hour or so of the film is especially bad, when Eddie's and May's back stories begin to play out in flashback over monotone, somnolent voice over.<br /><br />Chalk this up to another of Altman's experiments gone awry.<br /><br />Grade: C-"
1035,"well after watching this i can say that it ain't the worst movie ever made,, yes folks there is worse than this,, there are some good points to the movie,, you get to watch drunken teenagers, have horrible deaths,, and cute looking rats eating some science experiment, and getting grotesquely huge,, the drunk janitor,, the cranky doctor,, and yes a girl in thong underwear that has absolutely no shame,, dumb jocks,, i could'nt personally wait for the rat to eat these drunken fools,, i was rooting for the rat the e ntire time,, it had a good premise,, the first part of the movie,, was interesting though with the scientific explantation about the rats,, and the little back story,, but i think that it ruined when the dumb drunken horny teenagers come into play,, the rat in my opinion, the one that get's lost,, her name is Brenda, was so fake,, must have been a cGi rat,, looked like a guy dressed up in a beaver suit,, this was pretty schlocky, lame,, but not totally horribble,,"
1036,"This noisy, dizzying football film from director Oliver Stone seems to have everyone in the cast - well, everyone except William H. Macy, who could have tackled the role played by Mr. Stone, the team doctors, or the ""fruitcake"" selling cereal. If you're a fan of the foul-mouthed, there are some great, profanity-laden knock-down, drag-out, put-down phrases you can try-out on two-faced friends and way-ward lovers. The film is sometimes good as lively background party atmosphere, especially during the first two hours; it even features some MTV-styled music video scenes.<br /><br />** Any Given Sunday (12/16/99) Oliver Stone ~ Al Pacino, Cameron Diaz, Jamie Foxx, Dennis Quaid"
1037,"This sequel to ""In the Heat of the Night"" will suffer in inevitable comparisons to its infinitely better predecessor. Instead of looking like a theatrical movie edited for television, ""Mister Tibbs"" looks suspiciously like a TV movie edited for theatrical release, with grainy photography, cheesy opening titles, and sets that look like they're made of plywood. The murder sequence has a glaring continuity error: the camera shows two hands choking the girl, then a shot of a hand reaching for a statuette, then a shot of the girl being choked with two hands again, and finally the statuette coming down for the fatal blow. Solving the case should be easy: find the only guy with three hands! But the shoddy production values can't completely obscure this film's considerable merits: namely, Sidney Poitier's performance as the cool detective determined to follow the evidence wherever it may lead, even if it implicates a friend. Martin Landau is also convincing as the do-gooder preacher-activist suspected of brutally murdering his prostitute girlfriend. In addition to being haunted by the case, Tibbs is conflicted about his home life, but the issues of race and Tibbs' barely concealed sense of social outrage are absent here. So is the complex murder mystery that made ""In the Heat of the Night"" so compelling."
1038,"There's no denying the first Azumi film was a commercial product; it was an adaptation of a popular manga and had cast of young, attractive actors and certainly wasn't lacking in the budget department. Yet it more than entertained for what it was, and I can't deny I enjoyed it immensely.<br /><br />""Azumi 2"" lacks just about everything that made the original so wonderful. The first thing that should set alarm bells ringing is the absence of the superb Ryuhei Kitamura at the helm. With him, he seemed to take not only his own visual flair and kinetics, but the originals style, beauty and most importantly, its heart. While the first had a simple ""hitlist"" plot, this one has a corkscrew mess of a story, with too many dull characters stabbing each other in the back so many times the potential for any sympathy or pathos is obliterated. Gone is the effective interplay between the lead characters; Azumi and her cohorts are often reduced to a bunch of stroppy teenagers arguing in a forest. Characterisation is non existent; if anyone watching actually cares who lives and who dies, I'll be shocked. The same applies to the villains here. The final battle - in fact all the battles - are completely devoid of any sort of tension. The fact that they are poorly choreographed and abysmally directed - not to mention few and far between - is made a sideline by their own sheer pointlessness. The villains themselves try far too hard to be campy, and even if they were all combined, they don't come within a country mile of the Pete Burnsian antics of Jo Odagiri in the original.<br /><br />####Major Spoiler at end of paragraph!##### <br /><br />Aya Ueto tries her best it has to be said, and she also managed to keep her hair in good condition between the films. Azumi is now a fully fledged assassin, meaning she can wave her sword around in slow motion; unfortunately, now the character is instilled with a sort of Man With No Name style mysteriousness, Ueto's model looks become even more inappropriate. I know this is supposed to be the point, but this combined with the ineffectiveness of everyone else in the film, the stupidity of the plot and the general ineptness of the film in general means it is downright impossible to get behind her character this time around. The less said about Chiaki ""Remember me from Kill Bill"" Kuriyama's performance the better; it suffices to say her ""turn"" from good to evil is about as subtle as napalm.<br /><br />Overall, this was just a colossal disappointment. Any merits is does have were done ten times better in the first film. A lazy, unsatisfying - and generally downright boring - mess."
1039,"Some aspects of this production are good, such as the performances of Angela Lansbury, George Hearn, Cris Groenendaal, and Sal Mistretta. But am I the only one who is distracted by the horrible performance by Betsy Joslyn as Johanna? She is terrible! She slauters the songs with her screechy voice and overacts in a role she clearly doesn't understand. I also think the chorus isn't up to snuff. They drag the tempo and make the worst facial expressions. Overall, I think this production is okay, but Sweeney Todd can be so much more if done correctly. This production doesn't come near the level this material demands. The concert version with George Hearn and Patti LuPone is much better."
1040,"sdiner82 had clearly not seen the film in decades, and his memory is appalling. His attempts to paint the Mark Lester shaving scene as suspect are utterly erroneous, as are his incorrect comments about the bad guy ""sneaking peeks at the kid's body"". Lester is clothed for the entire time the man is in the room, and the man barely gives him a glance.<br /><br />The scene is a crude attempt to show Lester's innocent curiosity about the man's body.<br /><br />Like everything in this film, it's badly done, but nothing more.<br /><br />Even sdiner82's comments about Savalas' character who ""casually sent a German family to their deaths by nudging their trailer off a cliff"" is nonsense (it was a single woman, she was already dead, and she was in a car).<br /><br />I suggest that sdiner82's review says far, far more about his own, far from liberal mindset, than it does about this valueless film.<br /><br />The only reason I even bothered to look it up, was out of curiosity to see if it was made before or after Kojak.<br /><br />The film is a worthless piece of 70's trash, but sdiner82's review of it is the worst kind of slander. He wraps up his review in pseudo-intellectual ""facts"", but the only fact is that he is plain wrong on almost every ""factual"" matter he discusses.<br /><br />I can only assume that sdiner82 saw exactly what he looked for, which is disturbing. Now he can return to burning copies of Catcher in the Rye."
1041,"I think that most people would agree with me if I were to say that the movie Alien pretty much set the bar for atmosphere. I've seen quite a few movies match that bar but none have ever exceeded Alien's eerie tunnels and darkened halls. The Cave is a film that tries very hard to reset the bar. I believe the trailer even mentioned something about being as scary as Alien yet not once throughout the movie did I ever feel even the slightest bit scared, or thrilled for that matter.<br /><br />So now that we got the ball of negativity rolling I might as well explain why the Cave's main hook (the atmosphere in case you weren't paying attention) fizzled into a waste of my time. I'll say right now that most of the sets were gorgeous and nicely lit but what we hear and what we know is there tend to ruin what we see. The music for one is terrible. We either get corny rock music or over exaggerated haunted house music. Okay maybe that's pushing it a bit but I couldn't bear it. The many underwater scenes were bad enough (it's a well-known fact that underwater scenes are always boring as hell) I didn't need rock music blaring in my ears while they were simply swimming through a cave. This actually produced a lot of unintentional laughter that was then amplified by the following watercraft crash scene.<br /><br />Anyway as I already mentioned, it wasn't just the music that killed the atmosphere, heck no. The creatures hiding amongst the darkness are supposed to invoke horror. I'm supposed to be worried that they are going to appear and merely a glimpse of them is supposed to make my blood turn cold. The Cave does wisely take a page from the alien handbook by not showing the entire creature for very long and leading up to the reveal with only glimpses but it just doesn't work because the creatures are so lame. I guess it would be rude to spoil the specifics but they are basically the aliens with wings.<br /><br />I guess you get the point by now. Atmosphere ruined. Yet I know plenty of people who will still see a movie if it's exciting. I'd like to say that about the Cave but I'd be lying. This movie is slow to get to the action and once we get there we sort of wonder when the thing is going to finally call it a day. We've seen all this done better before with the exception of a few neat scenes (the guy impaled on stalactites, the eel and the rapids) so you really don't get any thrills from watching people running from uninspired alien knockoffs in endless tunnels.<br /><br />Ah but no the pain doesn't end there. We must also take the characters and acting into account. Well I can't remember a single line of dialogue other than ""run!"" and the only character's name I can remember is Jack but that's only because it's placed in almost every other line near the end of the movie. Perhaps the actors were capable but the script didn't allow them to do anything other then run and argue. They had almost no background and whenever somebody died they simply shrugged it off. It's pretty sad when you consider that the CGI eel puts on the best performance in the film.<br /><br />Speaking of CGI; there's plenty of it, most of which is terrible. I do commend them on using suits (at least I THINK they were suits) but nothing truly meshes with the environment and as a result most of the effects end up looking pretty hokey.<br /><br />So I guess to wrap it up, the Cave is bad and has very little going for it. Had the film been a SciFi channel premiere movie or low budget direct to video release I might have a bit more love for it but this film was a theatrical release. With more wit and talent this might have been a frighteningly fun movie but as it stands this film is about as scary as going into the basement and that's not very good.<br /><br />My review from Frider Waves: http://friderwaves.com/index.php?page=cave"
1042,"I've always loved horror flicks. From some of the usual well-known like ""The Exorcist"" to some of the more underrated like ""Black Christmas"" or ""Just Before Dawn"". But who are people kidding,even calling this trash a b-movie. It's straight up bottom-of-the-barrel Z-grade. The acting is the worst ever on film. Really,I've seen better on an episode of the ""Young and the Restless""...SPOILER...Lookout for when the woman comes to tell them about the legend of Jack-o. She pauses sometimes for a matter of seconds as if someone is flashing her cue cards and she's struggling to read her lines. A RIOT! <br /><br />Oh,and besides the bad acting,absolutely no gore or F/X. And Jack-o looked like a plastic lit pumpkin. Watch Linnea Quigley in ""Night of the Demons"",or ""Silent Night,Deadly Night"",far superior flicks."
1043,"Not very interesting teen whodunit saved from being a turkey from some decent performances. The main cast consisting of Taye Diggs, Mia Kirshner, Dominique Swain and surprisingly Meredith Monroe are all good but the story is not very original."
1044,"In this film Gary Oldman plays a defense attorney, who was formerly a prosecutor. He is a bit tormented, but is more or less playing a regular guy rather than some sort of figurative or literal monster. Funny thing is, he doesn't quite pull it off. I guess you can't quite get to normal from there. Kevin Bacon was sufficiently creepy. The scene in the park was way too long with way too many false scares. And the odd sex scene with Oldman and Karen Young seemed to have come from a different movie, although the rest of the time Miss Young did just fine. This film suffers from oddness trying to cover up the predictability. And failing. Don't bother."
1045,"I completely disagree with the previous reviewer: this movie has amusing moments but hardly a laugh riot. (unless you really think sipping from a septic tank and heads exploding in a vice are a laugh riot) In fact, the only reasons I gave this a 2 instead of a 1 are because a.) two of the actors are decent b.)the soundtrack is above average with some tuneful pop songs thrown in for contrast and c.)the monster truck is pretty terrifying.<br /><br />Other than that, this is a movie with some intermittent, creepy or interesting ideas which are overwhelmed by unrelenting crassness, crudity and vileness. The former best friend character is one of the most annoying I've ever seen and the small grace that the hitchhiker character had disappears in yet another contrived twist ending that makes little to no sense at all.<br /><br />A waste of the lead actor who shows some nervous charm and the aforementioned actress portraying the hitchhiking character..."
1046,"I received this movie as a gift, I knew from the DVD cover, this movie are going to be bad.After not watching it for more than a year I finally watched it. what a pathetic movie.<br /><br />I almost didn't finish watching this bad movie,but it will be unfair of me to write a review without watching the complete movie.<br /><br />Trust me when I say "" this movie sucks"" I am truly shocked that some bad filmmaker wane bee got even financed to make this pathetic movie, But it couldn't have cost more than $20 000 to produce this movie. all you need are a cheap camcorder or a cell phone camera .about 15 people with no acting skills, a scrip that were written by a couple of drunk people.<br /><br />In the fist part of this ultra bad move a reporter (Tara Woodley )run a suppose to be drunk man over on her way to report on a hunted town. He are completely unharmed. They went to a supposed to be abandon house ,but luckily for the it almost complete furnished and a bottle of liquor on the door step happens to be there. just for the supposed to be drunk man but all is not what it seems.<br /><br />Then the supposed drunk man start telling Tara ghost/zombies stories.<br /><br />The fist of his stupid lame stories must be the worst in history.<br /><br />his story<br /><br />Sgt. Ben Draper let one of his soldiers die of complete exhaustion (I think this is what happens)after letting the poor soldier private Wilson do sit ups he let him dig a grave and then the soldier collapse ,Ben Draper<br /><br />buries him in a shallow grave.<br /><br />But Sgt. Ben Draper are in for n big surprise. his wife/girl fiend knows about this and she and her lover kills Sgt. Ben Draper to take revenge on private Wilson.(next to the grave of the soldier he sort off murdered) The soldier wakes up from his grave in the form of zombie and kill them for taking revenge on his behalf.<br /><br />The twist ending were so lame.<br /><br />Even if you like B HORROR movies, don't watch this movie"
1047,"Odious Chuck Norris decided to put one final nail in the coffin<br /><br />containing his film career before going to the safe world of CBS<br /><br />Saturday night carnage with this hysterically bad supernatural<br /><br />actioner.<br /><br />For such a dumb movie this thing sure is plotty. Norris is Chicago<br /><br />cop Frank Shatter. First off, what kind of last name is ""Shatter""?<br /><br />Have you ever met any Shatters? Genforum.com has no listing for<br /><br />the last name Shatter, which opens up any half clever viewer to<br /><br />replace the ""a"" in Shatter with an ""i."" He and his partner, Calvin<br /><br />Jackson, do the same old buddy cop routine you have seen<br /><br />before: make funny with the pimps, and make their captain mad.<br /><br />Jackson, looking like the theoretical love child of Whoopi Goldberg<br /><br />and Rick James, quickly wears on the nerves with his constant<br /><br />complaining and Eddie Murphy-patented facial expressions.<br /><br />Shatter and Calvin become involved with an emissary of Satan,<br /><br />whom we are introduced to in the too long opening scenes.<br /><br />Prosatano is a demon who is locked in a crypt by King Richard the<br /><br />Lionhearted. The demon's scepter, from which he gets his power,<br /><br />is busted into nine pieces and hid in nine different parts of the<br /><br />world by holy men. In 1951, some grave robbers accidentally let<br /><br />Prosatano out and he begins collecting the nine pieces. He<br /><br />disguises himself as an antiquities professor named Lockley and<br /><br />always happens to be giving a lecture where a holy man is killed<br /><br />and a piece of the scepter is taken.<br /><br />Norris brings in his ""Walker: Texas Blunder"" cohort Sheree Wilson,<br /><br />who plays Lockley's assistant. She helps Norris with his<br /><br />investigation, they make goo goo eyes at each other, and our<br /><br />intrepid investigators travel to Israel after a rabbi is killed in<br /><br />Chicago. While in Israel, Calvin is given even more to complain<br /><br />about: the heat, the lack of restaurant accomodations, the lousy<br /><br />drivers, and the fact that he is missing the Chicago Bulls playoff<br /><br />games. Norris even manages to work a cute Israeli kid into this<br /><br />nightmare. Bezi steals Calvin's wallet, and hangs around the men,<br /><br />leading them around Israel and not arousing any sort of<br /><br />appropriate suspicion.<br /><br />Eventually, Lockley (Prosatano) assembles all of the scepter<br /><br />pieces, but needs the blood of royalty to complete the ceremony<br /><br />and call up the devil. Where to find royal blood? Well, Sheree's<br /><br />father is a duke! She has an American accent but she is the<br /><br />screenwriters' convenient method of forcing this monstrosity<br /><br />toward its inevitable conclusion. Sure, this minion of Satan may<br /><br />have killed countless hundreds over the years, but how is he<br /><br />gonna do against a good old fashioned American butt kickin'?<br /><br />After Prosatano has been vanquished, killed by his own scepter (I<br /><br />envied him, he did not have to watch Bezi steal Calvin's wallet<br /><br />again), we are treated to an awful coda involving a bearded man<br /><br />who has been watching Shutter, I mean Shatter, and Calvin on<br /><br />their quest. You see, it was foretold...somewhere...that two<br /><br />warriors from the west would defeat Prosatano. The silent<br /><br />bearded man who watched over the couple was none other than<br /><br />Jesus...I kid you not. He is listed as ""Prophet"" in the end credits,<br /><br />but you and even your pets will recognize the subtle Christian<br /><br />reference the film makers are trying to exhibit here.<br /><br />Like in ""I Use a Walker: Texas Ranger,"" Norris is aging and cannot<br /><br />get into his fight scenes too much anymore. He kicks a lot, and<br /><br />people fly over furniture in slow motion, and then Norris gives all of<br /><br />his line readings in that monotone voice of his. Oh, what a real<br /><br />director might be able to fashion out of him! His brother, Aaron,<br /><br />who has directed him in other films as well, has no sense of story<br /><br />or momentum. Scenes are thrown in for ego's sake, not to<br /><br />entertain. The scenes when the dynamic duo first meet Bezi drag<br /><br />on and on, and then Bezi is not all that important to the rest of the<br /><br />film.<br /><br />The film was shot on location in Israel, which means the<br /><br />Americans could insult the Israelis in person. There is not one<br /><br />likeable Israeli character here. The Israeli police captain is a jerk.<br /><br />The cops' driver does not know English, and Calvin convinces him<br /><br />that the word ""sh*tty"" is a compliment. Nothing funnier than<br /><br />mocking those stupid foreigners on their home turf, especially<br /><br />when all this racist humor is coming from an American minority<br /><br />who would have been more than offended if the tables were turned<br /><br />and the Israeli cop was mocking the African-American cop in<br /><br />Chicago.<br /><br />This film is badly written, badly acted, and badly directed. It does<br /><br />not work as action, cop drama, or even horror. It just shows that<br /><br />the now defunct Cannon Studios was willing to throw their money<br /><br />into anything, no matter how badly it was planned. ""Hellbound"" is<br /><br />surely a most adequate title. I disliked this movie intensely.<br /><br />This is rated (R) for physical violence, gun violence, strong<br /><br />profanity, some sexual references, and some adult situations.<br /><br />"
1048,"With its few touches of surrealism, LWHTRB works as low-grade horror, but as a major follow-up statement to the original, it flounders miserably.<br /><br /> Things begin somewhat promising during the telefilm's opening credits... We see and hear several interesting shots and sounds: The Baby's black crib with the overhanging, inverted cross; the kitchen knife Rosemary carried into the Castevette's apartment and dropped in shock (the utensil is shown sticking out of the hardwood floor); and the emptiness of the Bramford itself, without tenants or furniture (voice-overs can be heard here from the previous film's dialog). Interesting too is the Easter Egg hunt the titular child participates in (the eggs and baskets are also black). Once the story gets rolling, it never really 'rolls'... And what happens to Rosemary when she boards that driverless bus, and is whisked away to God-knows-where? <br /><br />Patty Duke (a poor replacement for Mia Farrow), Ray Milland and Tina Louise (as the Southwestern Whore who raises the child, ""Adrian/Andrew"") head this almost-star cast, with Ruth Gordon reprising her ""Minnie"" role.<br /><br />Although not a total failure, this sequel-of-sorts should have been released in book form first, then maybe we all could have been a bit better informed... and not left totally in the dark. A fairly recent sequel novel ""Son of Rosemary"" (1999?) is the legitimate followup by Ira Levin himself.<br /><br />"
1049,"Otto Preminger directs this light as a feather story. Bohemian Jean Seberg and her equally bohemian widower father David Niven holiday in the South of France with nutty Mylène Demongeot. Things are fine until family friend Deborah Kerr shows up. Nivens, a degenerate womanizer, finds the conquest of Kerr too hard to resist. That's fine with Seberg, as long as Niven loves her and leaves her (as he's done with all the women in his past...including Demongeot). When it appears as though she's becoming second banana in Niven's life, Seberg exact revenge on Kerr. Preminger tells the story in flashbacks from Seberg's perspective and cleverly combines black and white with sunnier color scenes. The cinematography by Georges Périnal is stunning. The film features some of Preminger's least heavy-handed direction, although he rarely allows any close-ups, which makes it difficult to make out what the actors are really feeling. Arthur Laurents wrote the script and it's full of acidic dialog and funny scenes (mostly involving bird-brained Demongeot). Seberg acquits herself fairly well, but Niven is at his least appealing...and he shows no chemistry with either Seberg or Kerr. Preminger really mis-steps with that casting. It's a role that seems tailor made for someone closer to Charles Boyer. With Geoffrey Horne as Seberg's would-be suitor and Martita Hunt as his daffy mother. Juliette Gréco, playing herself, sings the title song in a Paris nightclub. The great titles are by Preminger regular Saul Bass."
1050,"I watched this film a few nights ago and it was awful! <br /><br />Awfully long - even though they managed to skip through the majority of his life!<br /><br />Awfully boring - the parts they included were long-winded, and for some reason the director chose to cut away from some of the action and left huge parts of the film unexplained! <br /><br />Awfully inaccurate - the whole'mystical' side to this film was a joke, and last time I checked Ghengis Khan wasn't exactly a nice guy! <br /><br />Awfully acted - I found several of the characters hard to believe, they were very two-dimensional and lacked and kind of depth! <br /><br />A saving grace of the film was the cinematography. That is why I gave this film a 2 star-rating rather than the bare minimum! However, if you want to look at something pretty I would recommend buying a picture instead! <br /><br />All in all this film was an awful waste of my time and money! Please do yourself a favour and give this Mongolian turkey a miss!"
1051,"I'll start by apologizing to filmmakers everywhere for using the terms ""filmmaker"", ""film"", or ""movie"" in connection with this, but ""criminal"" and ""crime against humanity"" seem a bit harsh.<br /><br />The writing: pathetic.<br /><br />The directing: pathetic.<br /><br />The acting: pathetic.<br /><br />The cinematography: too inept for words.<br /><br />The technical skills used to assemble this atrocity: NONE WHATSOEVER.<br /><br />This lump of waste could hardly be called cinema. The majority of family home movies come closer to earning that distinction than Revenge Quest. No, this is just a 10 car pile-up caught on video.<br /><br />We'll skip the plot in this review, because there are far too many holes to be covered at once. Let's just say that it stinks worse than the rest of this movie. To call the acting one-dimensional would be giving them credit. What little there is, is atrocious to begin with, and made much worse by the terrible video and editing.<br /><br />The worst part of this atrocity, though, apart from the plot, would have to be the effects... or rather the disturbing lack thereof. There are no blanks in the guns, no flashpots, and what few sound effects existed were either stock ""gun"" sounds, or they were generated by mouth (yeah, you read that right). The filmmaker actually had the audacity to record a ""shh"" sound for the elevator doors; I guess he felt it made them sound more futuristic. This is supposed to be set in the year 2031, after all. That doesn't explain the sounds he created by mouth for the fist-fight scenes, however.<br /><br />If it wasn't bad enough that the sound quality is terrible (he just used the microphone that was mounted on the video camera, and it shows), the use of stock gun sounds was almost worse than not using any sounds at all. The sound effects stand out from the rest of the soundtrack like a drunken yak in a herd of sheep, and they're just as clumsy. Picture this: The bad guy enters an office building searching for his prey. A lady starts to run in fear. He raises his gun (an uzi), and shakes it. We hear a sound that is clearly not an uzi. The woman runs away from camera, and suddenly a single blood pack (only 1) explodes on her back (looked like she was hit by a paintball), and she falls flat on her face.<br /><br />Bear in mind that my description does far too much justice to the ineptitude of the actual sequence.<br /><br />In another sequence, one which almost- but not quite- makes the movie funny enough to watch, takes place in a stairwell. The bad guy chases the good guy and the lady he's protecting down the stairs, shaking his plastic uzi all the way. You may wish to duck; there are badly timed sound effects flying all over the place.<br /><br />I supposed Alan DeHerrera can't be locked away for conceiving of this train wreck, but he did follow through all the way to editing and releasing it. If there's any justice, there's bound to be some karma out there with his name on it.<br /><br />Should you decide to watch this lump of industrial waste- and I would strongly advise against it- be sure to watch for the entire scenes lifted nearly verbatim from Bladerunner, and the AM radio that doubles as a walkie-talkie. Try not to focus too hard on the plot; it will only hurt you more if you do.<br /><br />0 stars of 10. And that's being generous."
1052,"""Get Shorty"", ""Out of Sight"", ""Jackie Brown"" (and even ""52 Pick-Up"")--folks were finally getting Elmore Leonard right, making good movies out of his work. So, despite my students' warnings about how bad this movie would be, I couldn't resist renting it. I thought, How bad can it be? Oy, what a mistake, especially right on the heels of reading the book, which was lame (and too circularly self-referential, too) relative to the rest of Elmore Leonard's books. Still, the book was better than the movie. Leonard again trumps the weak and unskilled screen-writers who try to take over his book. The dialogue written for Steven Tyler was painful to watch. And the lyrics to the character Linda Moon's first song? My middle-schoolers write with more depth. Sad, sad, sad. Why even give it a star? Because Harvey Keitel and Uma Thurman are still fun to see on screen, and Andre 3000 didn't make a complete fool of himself."
1053,"OH MY GOD! After having such a promising start, Critters 2 reiterated the Karmic rule of what goes around comes around. Clearly, very few things were thought out when this movie was made, and what was up with Scott Grimes wearing an earing! This should have been the last expedition into the Critters saga, but more garbage was on its way. This was the big reason why I didn't watch Critters 3, and why is every bad film series has to have an episode in space? (Critters, Friday the 13th, Leprechaun in Space, Hellraiser, etc.)"
